modelo,etapa,métrica,valor
knn,treino,accuracy,0.8894497174521314
knn,teste,accuracy,0.8617511520737328
knn,treino,f1,0.9235555218331499
knn,teste,f1,0.9043715846994536
knn,treino,recall,0.94856608478803
knn,teste,recall,0.9286159600997507
knn,treino,precision,0.8998299696902491
knn,teste,precision,0.8813609467455621
knn,treino,auc,0.0
knn,teste,auc,0.9638650876295067
