modelo,etapa,métrica,valor
mlp,treino,accuracy,0.9074998628408405
mlp,teste,accuracy,0.8825982005705508
mlp,treino,f1,0.9349285989965265
mlp,teste,f1,0.9170156662013339
mlp,treino,recall,0.9438902743142145
mlp,teste,recall,0.9214463840399002
mlp,treino,precision,0.926135494723964
mlp,teste,precision,0.9126273541216425
mlp,treino,auc,0.0
mlp,teste,auc,0.9734993738304529
