modelo,etapa,métrica,valor
comiteHet,treino,accuracy,0.975859987929994
comiteHet,teste,accuracy,0.8918147904323019
comiteHet,treino,f1,0.9830128947571616
comiteHet,teste,f1,0.9239080104954468
comiteHet,treino,recall,0.9921290523690773
comiteHet,teste,recall,0.9329800498753117
comiteHet,treino,precision,0.9740627390971691
comiteHet,teste,precision,0.915010700091715
comiteHet,treino,auc,0.0
comiteHet,teste,auc,0.974385351939044
