modelo,etapa,métrica,valor
forest,treino,accuracy,0.8675042519339442
forest,teste,accuracy,0.8575817423743691
forest,treino,f1,0.9067315490673155
forest,teste,f1,0.8997373706164066
forest,treino,recall,0.914822319201995
forest,teste,recall,0.9077306733167082
forest,treino,precision,0.8987826353265447
forest,teste,precision,0.8918836140888208
forest,treino,auc,0.0
forest,teste,auc,0.9556407103967043
